Image_Name,Label
2018-6-24_front_dist_onroad_AnnArbor4-07471.jpg,"Clear on road ahead, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor4-07591.jpg,"A traffic light shows red light ahead and two pedestrains are crossing the street, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor4-07651.jpg,"A traffic light shows red light ahead and two pedestrains are crossing the street, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor4-07921.jpg,"A traffic light shows red light ahead, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor4-08161.jpg,"A traffic light shows red light ahead, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor4-08401.jpg,"A traffic light shows green light ahead, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor4-08461.jpg,"A traffic light shows green light ahead, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor4-08731.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor4-09241.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor4-09301.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor4-09571.jpg,"A traffic light shows green light ahead, Safe to go straight."
2019-02-03-front_dist_onroad_AnnArbor-4-4518.jpg,"A car is breaking ahead, Slow down and ready to stop."
2019-02-03-front_dist_onroad_AnnArbor-4-4567.jpg,"A car is breaking ahead, Slow down and ready to stop."
2019-02-03-front_dist_onroad_AnnArbor-4-4675.jpg,"A traffic light shows green head, A car is moving slowly ahead, Safe to go in low speed."
2019-02-03-front_dist_onroad_AnnArbor-4-4852.jpg,"A traffic light shows green head, A car is moving slowly ahead, Safe to go in low speed."
2019-02-03-front_dist_onroad_AnnArbor-4-4999.jpg,"A traffic light shows green head, A pedestrain cross the street, Stop and hold."
2019-02-03-front_dist_onroad_AnnArbor-4-5136.jpg,"Clear on road ahead, Safe to go."
2019-02-03-front_dist_onroad_AnnArbor-4-5175.jpg,"Clear on road ahead, Safe to go."
2019-02-03-front_dist_onroad_AnnArbor-4-5275.jpg,"Clear on road ahead, Safe to go."
2019-02-03-front_dist_onroad_AnnArbor-4-5490.jpg,"A car is breaking ahead and turning right, Slow down and ready to stop."
2019-02-03-front_dist_onroad_AnnArbor-4-5555.jpg,"Clear on road ahead, Safe to go."
2019-02-19-front_dist_onroad_AnnArbor-200000039.jpg,"A pedestrain cross the street, Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200000111.jpg,"Clear on road ahead, Safe to go."
2019-02-19-front_dist_onroad_AnnArbor-200000205.jpg,"A traffic light shows red light ahead, One car is stoping ahead, Slow down the speed."
2019-02-19-front_dist_onroad_AnnArbor-200000293.jpg,"A traffic light shows red light ahead, One car is stoping ahead, Slow down the speed."
2019-02-19-front_dist_onroad_AnnArbor-200000480.jpg,"A traffic light shows red light ahead and a pedestrain cross the street, Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200000430.jpg,"A traffic light shows green light ahead, a car is driving slowly ahead, Safe to go straight."
2019-02-19-front_dist_onroad_AnnArbor-200000352.jpg,"A traffic light shows green light ahead, a car is driving slowly ahead, Safe to go straight."
2019-02-19-front_dist_onroad_AnnArbor-200000531.jpg,"A traffic light shows red light ahead and a pedestrain cross the street, Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200000642.jpg,"A traffic light shows red light ahead and a pedestrain cross the street, Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200000761.jpg,"Pedestrians are crossing the steet, Stop and hold"
2019-02-19-front_dist_onroad_AnnArbor-200000795.jpg,"Pedestrians are crossing the steet, Stop and hold"
2019-02-19-front_dist_onroad_AnnArbor-200001169.jpg,"Stop sign ahead, pedestrian is crossing the steet, Slow down then Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200001201.jpg,"Stop sign ahead, pedestrian is crossing the steet, Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200001232.jpg,"Stop sign ahead, pedestrian is crossing the steet, Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200001352.jpg,"Stop sign ahead, a biker is going to cross the steet, Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200001359.jpg,"Stop sign ahead, a biker is going to cross the steet, Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200001403.jpg,"Stop sign ahead, a biker is crossing the steet, Stop and hold."
2019-02-19-front_dist_onroad_AnnArbor-200001413.jpg,"Stop sign ahead, a biker will be off the street, Safe to go straight."
2019-02-19-front_dist_onroad_AnnArbor-200001995.jpg,"Pedestrians are crossing the steet ahead, Safe to go in low speed."
2019-02-19-front_dist_onroad_AnnArbor-200002036.jpg,"Pedestrians are crossing the steet ahead, Safe to go in low speed."
2019-02-19-front_dist_onroad_AnnArbor-200002341.jpg,"Traffic lights are shown in a distance, cars stopped ahead, safe to go in low speed."
2019-02-19-front_dist_onroad_AnnArbor-200002435.jpg,"Traffic lights are shown in a distance, cars stopped ahead, safe to go in low speed."
2019-02-19-front_dist_onroad_AnnArbor-200002537.jpg,"A traffic light shows green light ahead, a car is driving slowly ahead, Safe to go straight."
2019-02-19-front_dist_onroad_AnnArbor-200002581.jpg,"A traffic light shows green light ahead, a car is driving slowly ahead, Safe to go straight."
2019-02-19-front_dist_onroad_AnnArbor-200002643.jpg,"A traffic light shows green light ahead, a car is driving slowly ahead, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor2-00211.jpg,"A traffic light shows red ahead, a car is stopped ahead, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-00271.jpg,"A traffic light shows red ahead, a car is stopped ahead, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-00751.jpg,"A traffic light shows green ahead, a car is driving slowly ahead, Safe to go in low speed."
2018-6-24_front_dist_onroad_AnnArbor2-00811.jpg,"A traffic light shows green ahead, a car is driving ahead, Safe to go in low speed."
2018-6-24_front_dist_onroad_AnnArbor2-00961.jpg,"A traffic light shows green ahead, a car is driving ahead in a distance, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor2-01021.jpg,"A traffic light shows green ahead, a car is driving ahead in a distance, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor2-01111.jpg,"A traffic light shows green ahead, a car is driving ahead in a distance, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor2-01261.jpg,"A traffic light shows red ahead, a car is stopped ahead in a distance, Safe to go in low speed."
2018-6-24_front_dist_onroad_AnnArbor2-01411.jpg,"A traffic light shows green ahead, a car is driving ahead in a distance, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor2-01441.jpg,"A traffic light shows green ahead, a car is driving ahead in a distance, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor2-01501.jpg,"A traffic light shows green ahead, a car is driving ahead in a distance, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor2-01561.jpg,"Traffic lights are shown in a distance, cars stopped ahead, safe to go in low speed."
2018-6-24_front_dist_onroad_AnnArbor2-01891.jpg,"A traffic light shows red ahead, a car is stopped ahead in a distance, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-02131.jpg,"A traffic light shows red ahead, a car is stopped ahead in a distance, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-02191.jpg,"A traffic light shows red ahead, a car is stopped ahead in a distance, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-02281.jpg,"A traffic light shows red ahead, a car is stopped ahead in a distance, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-03241.jpg,"A traffic light shows red ahead, a car is stopped ahead in a distance, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-03271.jpg,"A traffic light shows red ahead, a car is stopped ahead in a distance, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-03541.jpg,"A traffic light shows red ahead, a car is stopped ahead in a distance, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-03781.jpg,"A traffic light shows green ahead, a car is drving slowly ahead, Safe to go in low speed."
2018-6-24_front_dist_onroad_AnnArbor2-03841.jpg,"A traffic light shows green ahead, a car is drving  slowly ahead, Safe to go in low speed."
2018-6-24_front_dist_onroad_AnnArbor2-03931.jpg,"A traffic light shows green ahead, a car is drving  ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-04021.jpg,"A traffic light shows green ahead, a car is drving ahead, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor2-04081.jpg,"A traffic light shows green ahead, a car is drving ahead, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor2-04141.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-04201.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-04261.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-04381.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-04441.jpg,"stop sign and closed raod ahead, Slow down to stop and hold, Need to turn."
2018-6-24_front_dist_onroad_AnnArbor2-04501.jpg,"stop sign and closed raod ahead, Slow down to stop and hold, Need to turn."
2018-6-24_front_dist_onroad_AnnArbor2-04561.jpg,"stop sign and closed raod ahead, Slow down to stop and hold, Need to turn."
2018-6-24_front_dist_onroad_AnnArbor2-04651.jpg,"stop sign and closed raod ahead, Slow down to stop and hold, Need to turn."
2018-6-24_front_dist_onroad_AnnArbor2-04801.jpg,"stop sign and closed raod ahead, Slow down to stop and hold, Need to turn."
2018-6-24_front_dist_onroad_AnnArbor2-04951.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-05041.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-05131.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-05221.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-05341.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-05521.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-05701.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-05791.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-05911.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06001.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06031.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06061.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06091.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06361.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06451.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06511.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06601.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06751.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-06871.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-07051.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-07141.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-07231.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-07291.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor2-07291.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor2-07291.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor2-07381.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-07531.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-07591.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-07921.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-08011.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-08011.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-08161.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-08251.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-08491.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-08611.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor2-08641.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor2-08701.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor2-08731.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-08821.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-08881.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-08941.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-09001.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor2-09061.jpg,"A traffic light shows red ahead, Slow down and then stop."
2018-6-24_front_dist_onroad_AnnArbor2-09121.jpg,"A traffic light shows red ahead, Slow down and then stop."
2018-6-24_front_dist_onroad_AnnArbor2-09211.jpg,"A traffic light shows red ahead,pedestrains are crossing the street, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-09301.jpg,"A traffic light shows red ahead,pedestrains are crossing the street, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-09451.jpg,"A traffic light shows red ahead,pedestrains are crossing the street, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-09631.jpg,"A traffic light shows red ahead,pedestrains are crossing the street, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-09691.jpg,"A traffic light shows red ahead,pedestrains are crossing the street, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-09871.jpg,"A traffic light shows red ahead,pedestrains are crossing the street, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor2-10231.jpg,"A traffic light shows green ahead, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor5-00001.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-00091.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-00121.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-00151.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-00181.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-00241.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-00331.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-00421.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-00541.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-00571.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-00601.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-00631.jpg,"A traffic light shows red ahead, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor5-00691.jpg,"A traffic light shows red ahead, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor5-00751.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-00811.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-00931.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-01021.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-01111.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-01201.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-01321.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-01441.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-01501.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-01561.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-01621.jpg,"Cars are from different directions, Wait for other cars passing."
2018-6-24_front_dist_onroad_AnnArbor5-01681.jpg,"Cars are from different directions, Wait for other cars passing."
2018-6-24_front_dist_onroad_AnnArbor5-01711.jpg,"Cars are from different directions, Wait for other cars passing."
2018-6-24_front_dist_onroad_AnnArbor5-01741.jpg,"Cars are from different directions, Wait for other cars passing."
2018-6-24_front_dist_onroad_AnnArbor5-01801.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-01861.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-01921.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-02011.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-02101.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-02221.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-02341.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-02491.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-02611.jpg,"A stop sign is at the intersection, Slow down."
2018-6-24_front_dist_onroad_AnnArbor5-02671.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-02701.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-02761.jpg,"Clear on road ahead, Safe to go."
2018-6-24_front_dist_onroad_AnnArbor5-07561.jpg,Clear on road ahead. Safe to go straight
2018-6-24_front_dist_onroad_AnnArbor5-07351.jpg,"Stop sign ahead, a car is stop at the intersection, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor5-07021.jpg,"A car is stop at the intersection ahead, Slow down"
2018-6-24_front_dist_onroad_AnnArbor5-07861.jpg,"A traffic light shows red light ahead, One car is stoping ahead, Slow down the speed."
2018-6-24_front_dist_onroad_AnnArbor5-06931.jpg,"A car is moving slowly ahead, Safe to go in low speed."
2018-6-24_front_dist_onroad_AnnArbor5-07951.jpg,"A car is stop ahead, Stop and hold"
2018-6-24_front_dist_onroad_AnnArbor5-06661.jpg,"A traffic light shows green light ahead, a car is driving away, Safe to go straight."
2018-6-24_front_dist_onroad_AnnArbor5-07231.jpg,"Stop sign ahead, a car is stop at the intersection, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor5-07771.jpg,"A traffic light shows red ahead, a car is stopped ahead in a distance, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor5-07141.jpg,"Stop sign ahead, a car is stop at the intersection, Stop and hold."
2018-6-24_front_dist_onroad_AnnArbor5-06781.jpg,"A car is moving ahead, some pedestrians are waiting at the intersection, Safe to go"
